applied,applied_on,match_feedback,score,title,company,location,url,frozen_score,legacy_score,percentile,band,jd_difficulty,must_coverage,missing_must,top_gaps,score_flags,sub_scores,source,apply_channel,salary_min,salary_max,updated_at,resume_docx,resume_pdf,tailored_summary,bullets_to_lead_with,rewritten_bullets,keywords_to_add_if_true,fit_exact,fit_partial,fit_gaps,outreach_note,change_log,honest_gap_note,missing_keywords,description_snippet
no,,,50,D2C Operations & Growth Manager,Hunarstreet Technologies Pvt Ltd,"Bangalore, Karnataka",https://www.adzuna.in/details/5713424513?utm_medium=api&utm_source=195aa6d0,33,62,40,borderline,0.2,0/0,,"[{""need"": ""5 years of experience (you show 3.9)"", ""gain"": 5}, {""need"": ""d2c operations"", ""gain"": 2}, {""need"": ""operations growth"", ""gain"": 2}, {""need"": ""manager d2c"", ""gain"": 2}, {""need"": ""manager location"", ""gain"": 2}]",,"{""skill_match"": 0.2483, ""experience_fit"": 0.768, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,800000,1500000,2026-04-29T12:06:11Z,,,,[],[],[],[],[],[],,,,"supply, chain, location, bangalore, on-site, overview, sits, intersection, behind, runs, efficiently, scales","D2C Operations & Growth Manager  Location: Bangalore (On-site)  Experience: 5–7 Years Role Overview We’re looking for a Business Operations Manager to drive and streamline our D2C business operations . This role sits at the intersection of technology, supply chain, and growth , ensuring the engine behind our website runs efficiently and scales profitably. You’ll work closely with cross-functional teams (marketing, tech, supply chain) and also lead a small team to execute and scale operations ef…"
no,,,50,"Growth Manager, Prime Video India, Prime Video",ASSPL - Maharashtra,"Mumbai, Maharashtra",https://www.adzuna.in/details/5686937256?utm_medium=api&utm_source=195aa6d0,30,40,32,weak,0.08,0/0,,"[{""need"": ""prime video india"", ""gain"": 2}, {""need"": ""prime video"", ""gain"": 2}, {""need"": ""video amazon"", ""gain"": 2}, {""need"": ""amazon prime"", ""gain"": 2}, {""need"": ""future"", ""gain"": 2}]",,"{""skill_match"": 0.2008, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-04-02T11:34:19Z,,,,[],[],[],[],[],[],,,,"video, amazon, entertainment, favourite, future, mission, offer, widest, selection, original, series, movies","Amazon Prime Video is shaping the future of digital video entertainment. Our mission is to offer customers the widest selection of digital video content including Amazon original content, favourite TV series and Movies, while making it trivially easy for them to enjoy they favourite content wherever and whenever they want. We have a goal to become the entertainment destination for customers in India while delighting our customers with a great service and broad content. We are looking for a vers…"
no,,,50,"Growth Manager, Prime Video India, Prime Video",Amazon,"Mumbai, Maharashtra",https://www.adzuna.in/details/5688255048?utm_medium=api&utm_source=195aa6d0,29,39,32,weak,0.08,0/0,,"[{""need"": ""prime video india"", ""gain"": 2}, {""need"": ""prime video"", ""gain"": 2}, {""need"": ""video description"", ""gain"": 2}, {""need"": ""description amazon"", ""gain"": 2}, {""need"": ""amazon prime"", ""gain"": 2}]",,"{""skill_match"": 0.2008, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-04-03T09:37:05Z,,,,[],[],[],[],[],[],,,,"video, amazon, entertainment, favourite, description, future, mission, offer, widest, selection, original, series","Description Amazon Prime Video is shaping the future of digital video entertainment. Our mission is to offer customers the widest selection of digital video content including Amazon original content, favourite TV series and Movies, while making it trivially easy for them to enjoy they favourite content wherever and whenever they want. We have a goal to become the entertainment destination for customers in India while delighting our customers with a great service and broad content. We are lookin…"
no,,,50,Product Owner,FOLD HEALTH INDIA PRIVATE LIMITED,"Baner, Pune",https://www.adzuna.in/details/5804951783?utm_medium=api&utm_source=195aa6d0,33,56,32,weak,0.08,0/0,,"[{""need"": ""product owner"", ""gain"": 2}, {""need"": ""document product"", ""gain"": 2}, {""need"": ""in-line"", ""gain"": 2}, {""need"": ""product vision"", ""gain"": 2}, {""need"": ""business goals"", ""gain"": 2}]",,"{""skill_match"": 0.2375, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-17T20:35:12Z,,,,[],[],[],[],[],[],,,,"vision, document, in-line, goals, translate, level, actionable, stories, features, well-defined, user-friendly, industry","Responsibilities: 1. Define and document product requirements in-line with the product vision and business goals: Translate high level product vision into actionable user stories, ensuring that product features are well-defined, user-friendly, and aligned with industry best practices. 2. Collaborate with Engineering, User Experience, SMEs, Clients, Client facing teams within Fold, and other stakeholders to define product requirements. 3. Manage/maintain a prioritized product backlog: Work close…"
no,,,49,partnerships management - CRED Store,cred,bengaluru,https://jobs.lever.co/cred/fd4bac8c-94ba-4549-bc10-41d942b0481c,22,24,34,weak,0.14,0/0,,"[{""need"": ""cred store"", ""gain"": 2}, {""need"": ""exclusive community"", ""gain"": 2}, {""need"": ""trustworthy"", ""gain"": 2}, {""need"": ""creditworthy individuals"", ""gain"": 2}, {""need"": ""members"", ""gain"": 2}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",lever,direct,,,1731654158464,,,,[],[],[],[],[],[],,,,"cred, community, trustworthy, virtue, being, here, exclusive, creditworthy, individuals, members, rewarded, good","what is CRED?
 
CRED is an exclusive community for India’s most trustworthy and creditworthy individuals, where the members are rewarded for good financial behaviour. 
 
CRED was born out of a need to bring back the focus on a long-lost virtue, one of trust, the idea being to create a community centered around this virtue. a community that constantly strives to become more virtuous in this regard till they finally scale their behaviour to create a utopia where being trustworthy is the norm and not the exception. to build a community like this requires a community of its own; a community special in its own way, working towards making this vision come true. 
 
here’s a thought experiment: what do you get when you put a group of incredibly passionate and driven people and entrust them with the complete freedom to chase down their goals in a completely uninhibited manner?
answer: you get something close to what we have at CRED; CRED just has it better. 
 
here’s what will be in store for you at CRED once you join us."
no,,,49,Product Manager,MNR Solutions,"Mumbai, Maharashtra",https://www.adzuna.in/details/3710148630?utm_medium=api&utm_source=195aa6d0,31,38,30,weak,0.08,0/0,,"[{""need"": ""greeting"", ""gain"": 1}, {""need"": ""mnr urgent opening"", ""gain"": 1}, {""need"": ""manager location"", ""gain"": 1}, {""need"": ""location mumbai"", ""gain"": 1}, {""need"": ""wfo"", ""gain"": 1}]",,"{""skill_match"": 0.205, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,600000,1000000,2022-11-22T05:54:55Z,,,,[],[],[],[],[],[],,,,"greeting, urgent, opening, location, position, overview, reports, directly, works, manages, life, cycle","Hi Greeting From MNR Urgent opening for Product Manager Location – Mumbai (WFO) Position Overview: Product Manager, who reports and directly works with the VP Operations and manages end to end product life cycle, gathering and prioritizing product and customer requirements, defining the product vision, and working closely with the development team to deliver winning products in line with organization’s core values and ethics. Primary Responsibilities: Automate workflows for Caregivers and Patie…"
no,,,49,Product Manager,Tailor and Circus,"Bangalore, Karnataka",https://www.adzuna.in/details/2566774975?utm_medium=api&utm_source=195aa6d0,23,17,30,weak,0.08,0/0,,"[{""need"": ""circus"", ""gain"": 2}, {""need"": ""progressive"", ""gain"": 2}, {""need"": ""unisex underwear brand"", ""gain"": 2}, {""need"": ""indian apparel space"", ""gain"": 2}, {""need"": ""forefront"", ""gain"": 2}]",,"{""skill_match"": 0.2152, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,700000,2021-10-22T05:05:10Z,,,,[],[],[],[],[],[],,,,"underwear, brand, tailor, circus, progressive, unisex, indian, apparel, space, forefront, e-commerce, innovation","Tailor and Circus is a progressive and unisex underwear brand in the Indian apparel space, at the forefront of E-commerce and product innovation. We have created India's most comfortable and responsible piece of underwear, offering the highest quality and selling direct-to-consumer. As a brand, we are India's first inclusive and body-positive underwear company. This has been part of the company's DNA since the inception, all our models and influencers who represent the brand are real people hav…"
no,,,49,Product Manager,numberz,"Bangalore, Karnataka",https://www.adzuna.in/details/1171507727?utm_medium=api&utm_source=195aa6d0,31,28,34,weak,0.14,0/0,,"[{""need"": ""seasoned tech"", ""gain"": 2}, {""need"": ""tech savvy"", ""gain"": 2}, {""need"": ""savvy product"", ""gain"": 2}, {""need"": ""passionate"", ""gain"": 2}, {""need"": ""solving complex problems"", ""gain"": 2}]",,"{""skill_match"": 0.2177, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,2000000,2400000,2019-06-05T21:12:11Z,,,,[],[],[],[],[],[],,,,"customer, seasoned, savvy, passionate, solving, complex, problems, enterprise, space, close-knit, motivated, rock","We are looking for a seasoned tech savvy Product Manager who is passionate about solving complex problems with in the B2B enterprise space. You will be part of a close-knit motivated team of rock stars both on the engineering and the Go to Market side. Key Responsibilities: • Build & maintain a dynamic product plan adapting to customer & market needs • Outside in focus with deep insights about customer workflow to convert pain points into simple, effortless & delightful experiences • Ruthless f…"
no,,,49,Business Analyst,Mithra Global,"Mumbai, Maharashtra",https://www.adzuna.in/details/3710148607?utm_medium=api&utm_source=195aa6d0,30,53,30,weak,0.08,0/0,,"[{""need"": ""business analyst"", ""gain"": 1}, {""need"": ""analyst business"", ""gain"": 1}, {""need"": ""business analyst serves"", ""gain"": 1}, {""need"": ""clients"", ""gain"": 1}, {""need"": ""resources"", ""gain"": 1}]",,"{""skill_match"": 0.2008, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,1200000,1300000,2022-11-22T05:54:55Z,,,,[],[],[],[],[],[],,,,"analyst, clients, understanding, serves, developers, resources, advanced, level, solutions, enabling, organiastion, meet","Business Analyst responsibilities are:  A business analyst serves as a liaison between developers and users, clients, management and IT.  Using IT resources at an advanced level to create IT solutions, enabling organiastion meet their goals  Understanding data formats and translating them to useful process inputs.  Understanding calculation logic and interacting with the clients on their queries  Good knowledge of subject matter – both Finance and IT  Doing product demonstrations internal…"
no,,,49,Business Analyst,Sigma Infosolutions,"Bangalore, Karnataka",https://www.adzuna.in/details/3266737478?utm_medium=api&utm_source=195aa6d0,31,48,61,competitive,0.51,3/9,"collection, documentation, existing, propose reasonable solution, client, technical budget feasibility","[{""need"": ""collection"", ""gain"": 3}, {""need"": ""documentation"", ""gain"": 3}, {""need"": ""existing"", ""gain"": 3}, {""need"": ""propose reasonable solution"", ""gain"": 3}, {""need"": ""client"", ""gain"": 3}]",,"{""skill_match"": 0.2187, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,1200000,1500000,2022-06-28T06:28:21Z,,,,[],[],[],[],[],[],,,,"analyst, client, requirement, projects, description, e-commerce, magento, location, bangalore, collection, documentation, existing","Job Description of Business Analyst About the job: We are looking for a Business Analyst for E-commerce domain (Magento) Role: Your role will be of Business Analyst Location: Bangalore · Requirement Collection, Documentation and Analysis for existing and new projects · Propose reasonable solution to client’s requirement in alignment with technical & budget feasibility. · Bring clarity in work scope between development team & client. · Leading and managing multiple projects end to end. · Client …"
no,,,49,Business Analyst,Whitefield Careers,"Pune, Maharashtra",https://www.adzuna.in/details/5632645712?utm_medium=api&utm_source=195aa6d0,31,47,30,weak,0.08,0/0,,"[{""need"": ""business analyst"", ""gain"": 1}, {""need"": ""analyst business"", ""gain"": 1}, {""need"": ""analyst location"", ""gain"": 1}, {""need"": ""pune"", ""gain"": 1}, {""need"": ""office"", ""gain"": 1}]",,"{""skill_match"": 0.2033, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-02-17T08:22:27Z,,,,[],[],[],[],[],[],,,,"analyst, solutions, location, office, employment, type, full-time, overview, organisation, play, critical, bridging","Business Analyst Location: Pune [Work from Office] Employment Type: Full-time Job Overview As a Business Analyst at Organisation, you will play a critical role in bridging the gap between business needs and technology solutions. You will collaborate with stakeholders, gather requirements, analyze business processes, and work closely with the development team to enhance our legal tech solutions. This role requires strong analytical skills, problem-solving abilities, and a keen understanding of s…"
no,,,49,Senior Business Analyst,ascendion,"Bangalore, Karnataka",https://www.adzuna.in/details/5788654248?utm_medium=api&utm_source=195aa6d0,26,42,56,borderline,0.45,3/12,"senior business analyst, title, guidewire, bengaluru, hybrid, description, guidewire certification, specialist, policycetner","[{""need"": ""senior business analyst"", ""gain"": 2}, {""need"": ""title"", ""gain"": 2}, {""need"": ""guidewire"", ""gain"": 2}, {""need"": ""bengaluru"", ""gain"": 2}, {""need"": ""hybrid"", ""gain"": 2}]",,"{""skill_match"": 0.2016, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-05T07:19:26Z,,,,[],[],[],[],[],[],,,,"guidewire, title, senior, analyst, location, bengaluru, hybrid, description, certification, specialist, policycetner, billingcenter",Job Title :: Senior Business Analyst (Guidewire) Location :: Bengaluru (Hybrid) Experience :: Relevant 7 Years is a must Job Description: Must have: Guidewire certification (Specialist or Associate or ACE) PolicyCetner and BillingCenter Experience. Insurance (Property & Casualty) and Guidewire experience. Requirement Gathering & Documentation. Stakeholder Engagement & Communication. Experience with Process Analysis & Improvement. Participate in Sprint Planning. Agile & Cross-Functional Collabor…
no,,,49,Vendor Partnership Manager,NoBroker,"Mumbai, Maharashtra",https://www.adzuna.in/details/3081711068?utm_medium=api&utm_source=195aa6d0,19,23,30,weak,0.08,0/0,,"[{""need"": ""vendor partnership"", ""gain"": 1}, {""need"": ""manager vendor"", ""gain"": 1}, {""need"": ""partnership alliances"", ""gain"": 1}, {""need"": ""nobrokerhood started"", ""gain"": 1}, {""need"": ""convenient"", ""gain"": 1}]",,"{""skill_match"": 0.2033, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,600000,800000,2022-04-27T05:35:25Z,,,,[],[],[],[],[],[],,,,"nobrokerhood, housing, vendor, alliances, started, make, life, convenient, secure, residents, society, plethora","Vendor Partnership & Alliances: About The company: NoBrokerHood started in the year 2018, aimed to make life more convenient and secure for residents in any housing society. NoBrokerHood offers a plethora of services and features which enables its customer, as a user, to manage multiple activities inside residential buildings, housing societies, and gated communities. From finding domestic help to monitoring visitor entry and maintenance or utility bill payment, it’s all done from your phone. I…"
no,,,49,partnerships management - CRED Store,CRED,"Bangalore, Karnataka",https://www.adzuna.in/details/5803903364?utm_medium=api&utm_source=195aa6d0,24,30,30,weak,0.08,0/0,,"[{""need"": ""cred store"", ""gain"": 2}, {""need"": ""exclusive community"", ""gain"": 2}, {""need"": ""trustworthy"", ""gain"": 2}, {""need"": ""creditworthy individuals"", ""gain"": 2}, {""need"": ""members"", ""gain"": 2}]",,"{""skill_match"": 0.125, ""experience_fit"": 0.85, ""domain"": 0.25, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-17T03:34:15Z,,,,[],[],[],[],[],[],,,,"cred, community, trustworthy, virtue, being, exclusive, creditworthy, individuals, members, rewarded, good, financial","what is CRED? CRED is an exclusive community for India’s most trustworthy and creditworthy individuals, where the members are rewarded for good financial behaviour. CRED was born out of a need to bring back the focus on a long-lost virtue, one of trust, the idea being to create a community centered around this virtue. a community that constantly strives to become more virtuous in this regard till they finally scale their behaviour to create a utopia where being trustworthy is the norm and not t…"
no,,,49,Learning & Development Partnerships Management Specialist,Edstellar.com,"Bangalore, Karnataka",https://www.adzuna.in/details/5213369865?utm_medium=api&utm_source=195aa6d0,30,56,30,weak,0.08,0/0,,"[{""need"": ""learning development"", ""gain"": 1}, {""need"": ""management specialist"", ""gain"": 1}, {""need"": ""specialist location"", ""gain"": 1}, {""need"": ""bangalore onsite"", ""gain"": 1}, {""need"": ""onsite employment"", ""gain"": 1}]",,"{""skill_match"": 0.2067, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,400000,1000000,2025-05-24T04:56:12Z,,,,[],[],[],[],[],[],,,,"learning, specialist, training, position, location, bangalore, onsite, employment, type, full-time, openings, seeking","Position: Learning & Development Partnerships Management Specialist Location: Bangalore onsite Employment Type: Full-Time Openings: 1 Role Summary: We are seeking a dynamic and proactive specialist to lead our partnerships within the Learning & Development (L&D) ecosystem. This role involves building and managing strategic collaborations with freelance trainers, training vendors, LMS platforms, and other related partners to support the delivery of high-quality training programs globally. Key Re…"
no,,,49,Program Manager,Sir H.N. Reliance Foundation Hospital & Research Centre,"Mumbai, Maharashtra",https://www.adzuna.in/details/5740849026?utm_medium=api&utm_source=195aa6d0,31,63,30,weak,0.08,0/0,,"[{""need"": ""program manager"", ""gain"": 1}, {""need"": ""manager program"", ""gain"": 1}, {""need"": ""manager healthcare"", ""gain"": 1}, {""need"": ""healthcare growth"", ""gain"": 1}, {""need"": ""strategic initiatives"", ""gain"": 1}]",,"{""skill_match"": 0.1667, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,600000,1500000,2026-05-26T06:36:51Z,,,,[],[],[],[],[],[],,,,"initiatives, healthcare, programs, program, organisation, reliance, foundation, hospital, purpose, perspective, focusing, scaling","Program Manager Healthcare Growth & Strategic Initiatives Organisation: HN Reliance Foundation Hospital, Mumbai Role Purpose Lead strategic healthcare growth programs from a marketing and business perspective, focusing on scaling revenue growth through doctor consultations/expert opinion platforms, digital commerce initiatives, new programs and initiatives. The role aims to drive patient acquisition, revenue growth, and integrated care delivery while strengthening brand leadership. Eligibility …"
no,,,49,Program Manager,Engineer's Cradle,"Pune, Maharashtra",https://www.adzuna.in/details/4801520410?utm_medium=api&utm_source=195aa6d0,26,37,30,weak,0.08,0/0,,"[{""need"": ""program manager"", ""gain"": 1}, {""need"": ""cradle"", ""gain"": 1}, {""need"": ""ecosystem built around"", ""gain"": 1}, {""need"": ""individuals"", ""gain"": 1}, {""need"": ""organizations grow"", ""gain"": 1}]",,"{""skill_match"": 0.165, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2024-07-31T03:12:32Z,,,,[],[],[],[],[],[],,,,"organizations, college, engineer, cradle, ecosystem, around, individuals, grow, world, goals, providing, access","About Engineer's Cradle We are an Ecosystem built around the engineering domain to help Individuals and Organizations grow in the world of technology based on their goals by providing access to the right Environment, Information, Resources, Opportunities, and Network of like-minded people and organizations. Read Details Here: https://bit.ly/3ZaJC2h Responsibilities Planning a program for colleges, college students, and college clubs Planning various technical activities for community growth Com…"
no,,,49,"Program Manager, SMB Program",Wadhwani Foundation,"Bangalore, Karnataka",https://www.adzuna.in/details/5761955215?utm_medium=api&utm_source=195aa6d0,27,34,34,weak,0.14,0/0,,"[{""need"": ""program manager"", ""gain"": 1}, {""need"": ""smb program"", ""gain"": 1}, {""need"": ""highly"", ""gain"": 1}, {""need"": ""motivated program manager"", ""gain"": 1}, {""need"": ""oversee"", ""gain"": 1}]",,"{""skill_match"": 0.1633, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-06-13T08:52:24Z,,,,[],[],[],[],[],[],,,,"program, seeking, highly, skilled, motivated, oversee, comprehensive, programs, small, medium, businesses, smbs","We are seeking a highly skilled and motivated Program Manager to oversee the implementation and comprehensive management of the Growth Support Programs for Small and Medium Businesses (SMBs) at our organization. This pivotal role involves managing a support initiative specifically designed for accelerating the growth of SMEs. The successful candidate will be responsible for the effective delivery of all program components, ensuring they meet participant needs and align with our organizational g…"
no,,,49,Product Growth Manager,Unnati,"Bangalore, Karnataka",https://www.adzuna.in/details/2619261399?utm_medium=api&utm_source=195aa6d0,19,24,34,weak,0.14,0/0,,"[{""need"": ""mobile-first world"", ""gain"": 1}, {""need"": ""always"", ""gain"": 1}, {""need"": ""inevitable risk posed"", ""gain"": 1}, {""need"": ""cyber security concerns"", ""gain"": 1}, {""need"": ""addressed"", ""gain"": 1}]",Unverifiable mandatory gate — confirm manually: licence/certification,"{""skill_match"": 0.165, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,600000,1500000,2021-11-07T04:08:19Z,,,,[],[],[],[],[],[],,,,"mobile-first, risk, cyber, client, world, there, always, inevitable, posed, security, concerns, addressed","In a mobile-first world, there is always an inevitable risk posed by cyber security concerns, which is addressed by our client through API-based solutions. They focus on securing mobile-first enterprises against new age cyber fraud. Their aim is to reduce risk and accelerate the growth of all mobile transactions. Our client is located in the USA, Singapore and India and they are ISO 27001:2013 certified. Their investors include prominent VCs like XYZ Venture Capital, BLUME, Village Global, Emph…"
no,,,49,Business Devolpment & Growth Manager,DMS DESIGNS,"Bangalore, Karnataka",https://www.adzuna.in/details/5520706877?utm_medium=api&utm_source=195aa6d0,27,31,31,weak,0.1,0/0,,"[{""need"": ""business devolpment"", ""gain"": 1}, {""need"": ""devolpment growth"", ""gain"": 1}, {""need"": ""manager location"", ""gain"": 1}, {""need"": ""bengaluru"", ""gain"": 1}, {""need"": ""on-site"", ""gain"": 1}]",,"{""skill_match"": 0.165, ""experience_fit"": 0.86, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,300000,480000,2025-12-01T06:38:33Z,,,,[],[],[],[],[],[],,,,"designs, position, location, bengaluru, on-site, hybrid, frequent, travel, quicker, shortlisting, fill, form","Position : Business Development & Growth Manager Location : Bengaluru (On-site / Hybrid with frequent travel) Experience : 1- 3 years For quicker shortlisting Fill out this form - https://forms.gle/qwDF1tdUyLbGkEQ46 About DMS Designs DMS Designs is a Bengaluru-based full-service creative branding & marketing agency. We specialize in fashion and lifestyle brands and are expanding into real-estate, apparel, FMCG, SaaS and more . With a stronghold in multiple cities across India and growing global…"
no,,,49,Product Owner,Gruve,"Pune, Maharashtra",https://www.adzuna.in/details/5787146409?utm_medium=api&utm_source=195aa6d0,29,45,30,weak,0.08,0/0,,"[{""need"": ""product owner"", ""gain"": 1}, {""need"": ""gruve gruve"", ""gain"": 1}, {""need"": ""innovative software"", ""gain"": 1}, {""need"": ""software services"", ""gain"": 1}, {""need"": ""services startup"", ""gain"": 1}]",,"{""skill_match"": 0.205, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-07-04T02:23:44Z,,,,[],[],[],[],[],[],,,,"gruve, startup, customer, innovative, software, services, dedicated, transforming, enterprises, powerhouses, specialize, cybersecurity","About Gruve Gruve is an innovative software services startup dedicated to transforming enterprises to AI powerhouses. We specialize in cybersecurity, customer experience, cloud infrastructure, and advanced technologies such as Large Language Models (LLMs). Our mission is to assist our customers in their business strategies utilizing their data to make more intelligent decisions. As a well-funded early-stage startup, Gruve offers a dynamic environment with strong customer and partner networks. P…"
no,,,48,Product Manager,Kruzr,"Bangalore, Karnataka",https://www.adzuna.in/details/1485458121?utm_medium=api&utm_source=195aa6d0,26,33,31,weak,0.14,0/0,,"[{""need"": ""virtual assistant"", ""gain"": 2}, {""need"": ""drivers"", ""gain"": 2}, {""need"": ""safe"", ""gain"": 2}, {""need"": ""roads"", ""gain"": 2}, {""need"": ""drivers manage distractions"", ""gain"": 2}]",,"{""skill_match"": 0.16, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 1, ""trajectory"": 1.0}",adzuna,aggregator,1400000,2000000,2020-03-12T11:13:54Z,,,,[],[],[],[],[],[],,,,"safe, drivers, better, kruzr, virtual, assistant, roads, manage, distractions, manner, speed, range","Kruzr is building a virtual assistant to help drivers be safe on roads. We help drivers manage distractions in a safe manner, drive in a safe speed range, and avoid drowsy driving and accident prone zones. Our platform also provides deep insights into driver behaviour for better understanding and modelling of risk. We provide our technology as a platform to motor insurance companies, and now expanding into fleets and ride sharing, to help them reduce accidents and get better visibility of their…"
no,,,48,Product Manager,Acura Solution,"Mumbai, Maharashtra",https://www.adzuna.in/details/5730765333?utm_medium=api&utm_source=195aa6d0,37,52,46,borderline,0.34,1/4,"ideal, 5-7, technology-driven","[{""need"": ""5 years of experience (you show 3.9)"", ""gain"": 5}, {""need"": ""ideal"", ""gain"": 4}, {""need"": ""5-7"", ""gain"": 4}, {""need"": ""technology-driven"", ""gain"": 4}, {""need"": ""proven track record"", ""gain"": 2}]",,"{""skill_match"": 0.235, ""experience_fit"": 0.768, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-05-16T02:24:47Z,,,,[],[],[],[],[],[],,,,"payments, description, experienced, background, developing, managing, ideally, sector, ideal, direct, technology-driven, proven","Job Description: We are looking for an experienced Product Manager with a strong background in developing and managing technology products, ideally within the payments sector. The ideal candidate should have: 5-7 years of direct product management experience in a technology-driven company. Proven track record of working on products related to payments or financial services, specifically NPCI (National Payments Corporation of India) products like UPI (Unified Payments Interface). Strong understa…"
no,,,48,Senior Product Manager,Trellix,"Bangalore, Karnataka",https://www.adzuna.in/details/5645291190?utm_medium=api&utm_source=195aa6d0,25,24,27,weak,0.08,0/0,,"[{""need"": ""title"", ""gain"": 1}, {""need"": ""skyhigh security"", ""gain"": 1}, {""need"": ""dynamic"", ""gain"": 1}, {""need"": ""fast-paced"", ""gain"": 1}, {""need"": ""cloud"", ""gain"": 1}]",,"{""skill_match"": 0.1852, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,,,2026-02-26T01:47:10Z,,,,[],[],[],[],[],[],,,,"security, skyhigh, title, senior, dynamic, fast-paced, leader, industry, mission, protect, world, because","Job Title: Senior Product Manager About Skyhigh Security: Skyhigh Security is a dynamic, fast-paced, cloud company that is a leader in the security industry. Our mission is to protect the world’s data, and because of this, we live and breathe security. We value learning at our core, underpinned by openness and transparency. Skyhigh Security Is more than a company; here, when you invest your career with us, we commit to investing in you. We embrace a hybrid work model, creating the flexibility a…"
no,,,48,Senior Product Manager,Paytm,"Bangalore, Karnataka",https://www.adzuna.in/details/3888222789?utm_medium=api&utm_source=195aa6d0,33,43,53,borderline,0.44,2/6,"constantly test, create edge cases, write, scratch","[{""need"": ""constantly test"", ""gain"": 3}, {""need"": ""create edge cases"", ""gain"": 3}, {""need"": ""write"", ""gain"": 3}, {""need"": ""scratch"", ""gain"": 3}, {""need"": ""understand customer"", ""gain"": 2}]",,"{""skill_match"": 0.1967, ""experience_fit"": 0.85, ""domain"": 0, ""education"": 1.0, ""achievement"": 0.8571, ""trajectory"": 1.0}",adzuna,aggregator,2000000,6000000,2023-01-31T06:16:22Z,,,,[],[],[],[],[],[],,,,"gaps, cross, functional, understand, customer, need, release-level, feature, choices, connect, activities, deliverables","Responsibilities: Own the product strategy; Understand customer requirements, market gaps/ need gaps and drive release-level feature choices. Connect activities and deliverables to business outcomes. Should be highly granular & hands-on. Constantly test his own products, create edge cases and if required should have the ability to write and define product specs from scratch. Have the ability to be able to work with complex cross functional teams/ should be able to influence cross functional tea…"
